produce_type,temperature,humidity,voc,storage_age,initial_shelf_life,remaining_shelf_life
Strawberry,36.6,51.2,15.0,3.8,5,0.0
Broccoli,32.3,65.5,6.02,11.1,18,0.0
Potato,32.2,67.5,1.929,149.2,200,0.0
Onion,31.3,57.4,0.976,158.5,180,0.0
Onion_Green,1.1,97.0,0.06,2.7,25,22.0
Strawberry,0.7,100.0,1.028,3.3,5,0.0
Apple,28.1,82.4,5.459,75.9,180,0.0
Grapes,0.5,93.9,0.168,13.2,45,28.9
Spinach,31.3,62.4,1.93,5.8,12,0.0
Apple,31.5,68.3,15.0,135.9,180,0.0
Spinach,36.6,76.2,2.473,5.1,12,0.0
Potato,19.6,78.7,0.516,93.0,200,0.0
Grapes,0.2,97.7,0.07,7.0,45,36.1
Strawberry,6.7,81.2,0.821,1.5,5,0.0
Spinach,-1.1,95.8,0.036,2.6,12,9.0
Grapes,11.3,85.2,1.058,29.1,45,0.0
Orange,29.7,67.5,2.924,27.5,70,0.0
Onion_Green,1.4,94.7,0.154,8.1,25,14.7
Orange,4.1,92.9,0.467,59.6,70,0.0
Potato,34.1,80.0,1.946,127.9,200,0.0
Apple,15.9,87.5,1.448,43.4,180,0.0
Carrot,30.0,54.5,1.527,8.2,30,0.0
Spinach,12.0,86.0,0.444,10.1,12,0.0
Bell Pepper,9.9,97.8,0.483,12.7,18,0.0
Onion_Green,-0.9,98.1,0.125,9.0,25,14.5
Grapes,14.0,77.1,0.61,15.0,45,0.0
Orange,4.1,80.9,0.449,48.1,70,0.0
Broccoli,1.5,98.4,0.173,6.4,18,9.9
Onion_Green,35.7,69.2,1.018,1.7,25,0.0
Potato,22.9,89.2,0.755,144.1,200,0.0
Apple,4.3,100.0,0.263,29.1,180,126.2
Grapes,-0.2,94.4,0.158,18.6,45,22.4
Cucumber,33.8,72.1,0.913,2.2,14,0.0
Onion,19.7,63.7,0.232,102.6,180,38.9
Banana,24.0,87.0,1.288,3.7,20,2.6
Strawberry,9.1,85.3,1.473,2.1,5,0.0
Bell Pepper,10.2,100.0,0.357,10.9,18,0.0
Strawberry,7.8,87.0,1.978,3.9,5,0.0
Cucumber,12.6,100.0,0.347,10.1,14,0.0
Strawberry,2.7,87.4,0.726,2.0,5,0.7
Apple,34.3,80.0,15.0,134.0,180,0.0
Orange,4.5,88.5,0.142,16.6,70,50.3
Onion,37.7,78.9,2.748,154.4,180,0.0
Grapes,-1.8,91.6,0.01,0.7,45,44.3
Strawberry,1.7,100.0,1.437,3.6,5,0.0
Potato,33.9,70.3,4.651,188.2,200,0.0
Onion_Green,34.8,54.8,8.263,13.8,25,0.0
Broccoli,31.4,68.5,1.959,3.7,18,0.0
Apple,14.9,82.4,2.016,78.9,180,0.0
Broccoli,31.6,80.2,1.146,2.0,18,0.0
Broccoli,2.9,97.5,0.286,12.0,18,0.0
Apple,36.1,64.5,8.39,35.0,180,0.0
Onion,32.9,59.9,0.289,29.1,180,33.3
Strawberry,13.1,85.4,3.366,3.1,5,0.0
Cucumber,22.2,79.2,0.401,3.8,14,0.0
Orange,6.1,92.4,0.048,4.5,70,64.4
Cucumber,12.9,95.8,0.401,11.8,14,0.0
Grapes,34.8,63.1,13.543,34.2,45,0.0
Onion_Green,-0.9,95.6,0.299,16.4,25,2.0
Onion_Green,28.6,61.7,0.572,1.7,25,0.0
Spinach,2.1,98.4,0.08,3.6,12,8.0
Spinach,1.4,97.0,0.042,3.1,12,8.7
Cucumber,13.3,87.4,0.609,13.1,14,0.0
Grapes,-1.8,91.4,0.129,15.3,45,26.2
Grapes,0.3,93.4,0.043,3.4,45,41.4
Bell Pepper,12.3,93.1,0.174,2.5,18,14.7
Apple,1.7,92.2,0.51,75.6,180,58.1
Spinach,1.3,93.9,0.093,8.3,12,2.1
Banana,15.0,100.0,0.983,6.0,20,4.5
Tomato,37.4,50.6,7.412,10.5,21,0.0
Grapes,32.9,66.9,12.25,35.9,45,0.0
Banana,13.5,90.4,1.455,9.8,20,0.0
Orange,7.9,92.4,0.303,32.6,70,15.0
Spinach,35.4,59.8,0.908,1.6,12,0.0
Orange,3.6,85.4,0.084,12.2,70,55.7
Grapes,12.5,72.3,1.486,33.6,45,0.0
Apple,36.9,61.8,15.0,124.8,180,0.0
Mango,14.7,99.1,2.471,17.5,21,0.0
Spinach,13.0,94.3,0.373,6.9,12,0.0
Tomato,15.7,81.2,0.142,2.0,21,18.2
Cucumber,12.6,95.5,0.462,10.5,14,0.0
Spinach,14.0,97.2,0.55,11.4,12,0.0
Banana,13.4,93.6,0.073,0.7,20,19.3
Orange,3.3,86.4,0.487,51.5,70,0.0
Potato,8.6,91.0,0.121,83.3,200,103.3
Apple,30.2,61.8,9.729,79.7,180,0.0
Grapes,-2.0,94.8,0.081,7.5,45,35.9
Bell Pepper,9.3,98.2,0.15,3.7,18,12.8
Cucumber,13.0,100.0,0.219,5.2,14,6.3
Carrot,2.9,92.5,0.104,9.5,30,16.9
Banana,13.8,100.0,1.173,11.7,20,0.0
Banana,16.3,100.0,1.459,6.7,20,0.0
Tomato,18.0,90.6,1.127,12.5,21,0.0
Broccoli,28.9,84.7,3.586,9.3,18,0.0
Strawberry,1.5,91.9,0.107,0.4,5,4.6
Bell Pepper,20.9,83.8,0.608,4.7,18,0.0
Apple,36.2,76.5,1.76,9.6,180,0.0
Banana,31.6,76.5,5.189,5.7,20,0.0
Spinach,3.5,96.2,0.265,10.7,12,0.0
Mango,13.4,93.2,1.018,5.8,21,8.0
Onion_Green,29.4,75.7,3.312,15.1,25,0.0
Onion,31.4,75.7,0.948,112.7,180,0.0
Banana,14.1,95.7,2.034,13.3,20,0.0
Mango,9.9,93.9,0.229,2.2,21,17.8
Grapes,-1.1,91.8,0.262,25.1,45,11.4
Banana,28.3,73.1,5.142,10.2,20,0.0
Strawberry,35.9,76.2,15.0,2.7,5,0.0
Bell Pepper,7.7,92.3,0.198,6.0,18,9.9
Spinach,1.0,96.1,0.043,2.6,12,9.3
Carrot,11.6,92.9,0.627,23.4,30,0.0
Onion,35.9,55.5,0.081,9.0,180,116.2
Onion,30.6,63.7,0.241,37.9,180,42.4
Onion_Green,2.2,98.8,0.323,18.6,25,0.0
Strawberry,-0.5,93.1,0.746,2.6,5,0.1
Cucumber,31.1,58.7,1.708,8.7,14,0.0
Carrot,28.7,64.6,0.631,3.4,30,0.0
Apple,28.4,74.3,12.143,110.9,180,0.0
Cucumber,36.1,71.4,1.766,5.0,14,0.0
Broccoli,32.4,76.3,3.831,9.1,18,0.0
Onion_Green,0.4,96.4,0.312,19.7,25,0.0
Bell Pepper,10.1,87.9,0.46,12.2,18,0.0
Onion_Green,37.6,57.7,13.075,21.1,25,0.0
Orange,10.4,72.5,0.27,19.1,70,4.9
Banana,12.8,100.0,1.608,15.7,20,0.0
Grapes,-0.8,100.0,0.193,32.9,45,0.0
Onion_Green,10.1,77.7,0.61,13.7,25,0.0
Orange,7.3,85.4,0.287,23.1,70,36.0
Onion,20.9,72.0,0.147,77.8,180,77.0
Cucumber,14.0,98.2,0.448,9.2,14,0.0
Onion_Green,6.5,91.8,0.568,18.5,25,0.0
Banana,16.2,91.1,2.593,17.1,20,0.0
Spinach,28.5,55.6,0.902,3.9,12,0.0
Cucumber,12.2,93.9,0.432,12.3,14,0.0
Broccoli,9.7,84.0,0.292,4.3,18,0.0
Cucumber,22.5,84.6,0.896,7.3,14,0.0
Onion_Green,29.3,68.0,1.195,4.7,25,0.0
Strawberry,11.8,84.9,1.162,1.1,5,0.0
Potato,7.7,88.2,0.083,53.2,200,134.1
Bell Pepper,28.5,67.2,1.592,7.6,18,0.0
Bell Pepper,15.1,79.2,0.301,5.1,18,2.3
Spinach,0.3,95.4,0.082,4.2,12,7.2
Potato,33.8,61.8,2.512,152.6,200,0.0
Broccoli,1.0,100.0,0.321,15.3,18,0.0
Apple,-0.0,100.0,0.146,24.2,180,141.4
Mango,13.2,91.4,1.511,10.7,21,0.0
Mango,35.9,73.1,8.518,11.6,21,0.0
Grapes,-2.0,96.4,0.241,26.5,45,6.1
Bell Pepper,13.2,87.5,0.113,2.3,18,14.6
Potato,28.2,78.6,0.071,7.7,200,122.0
Cucumber,34.0,67.9,0.276,0.9,14,0.0
Broccoli,34.7,79.6,4.569,5.6,18,0.0
Banana,28.1,50.0,4.628,7.2,20,0.0
Strawberry,30.3,74.2,8.406,1.2,5,0.0
Cucumber,12.5,91.5,0.074,1.7,14,12.0
Banana,12.7,96.2,0.975,9.1,20,0.0
Strawberry,1.3,96.1,1.399,4.0,5,0.0
Spinach,3.9,100.0,0.053,2.1,12,9.4
Bell Pepper,8.1,93.7,0.112,2.9,18,14.5
Spinach,6.0,92.8,0.241,10.5,12,0.0
Mango,35.3,77.5,15.0,19.8,21,0.0
Orange,34.8,73.8,9.18,62.9,70,0.0
Mango,11.9,92.0,0.095,0.9,21,19.9
Strawberry,1.5,98.3,0.497,1.7,5,1.9
Mango,13.6,98.5,2.112,17.8,21,0.0
Potato,31.6,58.9,0.045,2.5,200,151.0
Broccoli,37.0,69.4,12.738,13.9,18,0.0
Onion_Green,-2.0,100.0,0.073,5.8,25,18.0
Spinach,0.1,95.1,0.012,0.8,12,11.1
Mango,21.3,87.6,2.364,6.2,21,0.0
Onion,27.2,52.6,0.697,126.3,180,0.0
Potato,21.8,87.8,0.812,143.2,200,0.0
Onion,21.6,69.5,0.4,131.3,180,0.0
Strawberry,13.6,84.2,1.121,1.0,5,0.0
Broccoli,-1.5,99.5,0.323,14.3,18,0.0
Apple,6.9,83.8,1.609,109.1,180,0.0
Bell Pepper,19.9,77.7,1.869,16.7,18,0.0
Orange,12.6,84.3,0.621,42.7,70,0.0
Cucumber,31.4,83.0,1.807,7.1,14,0.0
Potato,7.0,96.2,0.2,128.4,200,23.0
Bell Pepper,9.1,95.0,0.33,13.5,18,0.0
Banana,23.7,84.2,0.426,1.3,20,15.1
Bell Pepper,6.8,89.6,0.058,2.0,18,15.3
Mango,17.6,75.7,3.627,13.2,21,0.0
Onion,27.7,65.4,0.101,23.2,180,126.0
Tomato,20.2,85.9,1.077,11.6,21,0.0
Tomato,15.0,86.9,0.923,12.4,21,0.0
Onion,23.2,71.1,0.332,149.1,180,0.0
Apple,2.9,98.5,0.815,101.4,180,0.0
Carrot,-0.2,96.2,0.051,4.4,30,25.2
Tomato,22.3,75.9,1.09,10.1,21,0.0
Bell Pepper,13.4,91.3,0.693,14.2,18,0.0
Spinach,2.8,100.0,0.104,6.9,12,3.5
Orange,22.9,80.2,3.089,62.2,70,0.0
Potato,34.2,62.0,4.245,166.0,200,0.0
Strawberry,30.8,54.6,10.797,2.1,5,0.0
Onion,22.3,67.0,0.286,128.6,180,0.0
Cucumber,22.5,91.0,0.529,4.8,14,0.0
Strawberry,32.7,65.6,1.515,0.2,5,0.2
Broccoli,33.4,71.2,2.816,3.8,18,0.0
Grapes,36.2,77.6,6.555,12.2,45,0.0
Broccoli,-0.9,98.2,0.146,7.6,18,8.9
Strawberry,-0.1,87.5,1.394,4.1,5,0.0
Grapes,13.3,80.6,0.235,6.3,45,8.8
Grapes,10.0,83.5,0.264,8.7,45,11.3
Bell Pepper,28.5,53.4,0.215,0.8,18,2.5
Potato,14.5,87.1,0.175,86.4,200,16.5
Tomato,16.4,87.3,0.162,2.5,21,18.0
Carrot,1.2,100.0,0.017,1.4,30,28.5
Bell Pepper,8.8,92.8,0.01,0.2,18,17.8
Broccoli,32.1,72.9,6.645,10.0,18,0.0
Mango,15.3,94.5,0.844,6.4,21,7.4
Carrot,0.2,93.7,0.166,16.8,30,8.0
Grapes,7.3,75.9,0.778,33.5,45,0.0
Strawberry,10.7,89.3,2.713,2.9,5,0.0
Orange,31.3,75.6,3.944,28.0,70,0.0
Broccoli,0.4,98.4,0.205,7.9,18,8.1
Onion,30.5,57.5,0.126,23.2,180,87.0
Bell Pepper,12.4,94.0,0.462,7.5,18,5.4
Potato,30.1,62.4,1.001,127.2,200,0.0
Bell Pepper,31.5,58.5,3.462,11.3,18,0.0
Spinach,6.8,89.2,0.251,8.5,12,0.0
Banana,13.8,89.4,2.048,14.2,20,0.0
Carrot,35.4,71.4,4.075,14.0,30,0.0
Potato,7.6,89.7,0.09,60.7,200,128.6
Carrot,14.0,83.0,0.031,0.8,30,25.5
Spinach,11.4,83.1,0.086,1.5,12,5.0
Apple,30.0,50.8,15.0,147.4,180,0.0
Banana,14.4,100.0,0.873,5.7,20,6.2
Carrot,9.3,83.5,0.115,5.7,30,8.1
Grapes,6.8,79.1,0.797,35.6,45,0.0
Broccoli,0.1,93.6,0.075,3.7,18,13.6
Carrot,-2.0,100.0,0.063,8.9,30,18.5
Cucumber,28.2,55.4,3.012,11.8,14,0.0
Banana,36.2,50.7,12.496,14.0,20,0.0
Grapes,0.5,91.8,0.12,11.0,45,32.3
Grapes,-0.5,87.1,0.345,39.0,45,0.0
Carrot,31.1,64.4,1.238,6.1,30,0.0
Spinach,1.2,100.0,0.029,1.8,12,10.0
Onion_Green,31.9,54.6,6.731,16.0,25,0.0
Cucumber,31.7,55.2,0.943,2.8,14,0.0
Mango,30.3,64.2,4.47,5.4,21,0.0
Orange,36.0,61.3,8.722,50.9,70,0.0
Bell Pepper,9.8,93.9,0.223,5.9,18,10.5
Orange,28.8,71.0,2.675,32.3,70,0.0
Tomato,15.7,88.8,1.111,13.8,21,0.0
Carrot,1.5,94.1,0.082,7.0,30,21.7
Bell Pepper,10.6,93.4,0.098,2.4,18,15.2
Orange,5.5,90.3,0.431,53.4,70,0.0
Grapes,35.4,73.7,4.127,10.9,45,0.0
Orange,37.6,57.6,1.343,6.0,70,0.0
Spinach,1.3,100.0,0.039,2.2,12,9.6
Onion_Green,15.4,83.7,0.804,16.8,25,0.0
Grapes,0.5,94.3,0.066,4.9,45,39.6
Onion_Green,-0.3,100.0,0.082,5.6,25,18.6
Onion_Green,-0.2,98.4,0.245,18.4,25,1.0
Bell Pepper,30.2,52.0,1.246,4.4,18,0.0
Bell Pepper,5.9,95.3,0.579,15.1,18,0.0
Onion,23.5,65.7,0.155,77.2,180,68.2
Carrot,6.1,78.6,0.401,22.4,30,0.0
Cucumber,10.5,100.0,0.021,0.7,14,13.1
Mango,25.7,74.1,10.543,19.9,21,0.0
Apple,1.3,91.4,0.197,37.6,180,133.2
Carrot,5.6,88.0,0.416,23.5,30,0.0
Tomato,37.3,65.1,1.917,2.5,21,0.0
Mango,13.2,91.8,2.155,14.2,21,0.0
Strawberry,30.3,51.9,5.105,1.0,5,0.0
Orange,4.8,93.9,0.473,49.2,70,0.0
Tomato,36.7,50.3,10.857,15.5,21,0.0
Cucumber,10.6,98.0,0.28,7.5,14,3.4
Mango,36.6,53.4,15.0,14.1,21,0.0
Bell Pepper,31.3,83.4,0.566,2.2,18,0.0
Onion,30.5,54.2,0.307,64.5,180,0.0
Onion,36.1,75.8,0.95,91.9,180,0.0
Banana,15.4,89.4,0.382,3.2,20,15.0
Bell Pepper,35.2,59.9,3.422,5.6,18,0.0
Strawberry,10.0,75.1,0.488,0.6,5,1.6
Mango,37.1,78.7,15.0,17.7,21,0.0
Onion_Green,37.5,76.4,6.284,10.6,25,0.0
Apple,29.9,65.7,13.797,141.9,180,0.0
Tomato,19.1,84.9,0.86,7.6,21,4.2
Grapes,1.4,95.7,0.488,36.5,45,0.0
Banana,29.1,84.3,3.728,7.3,20,0.0
Bell Pepper,21.9,89.0,1.708,10.9,18,0.0
Spinach,34.3,78.3,0.256,0.9,12,0.0
Tomato,28.1,78.6,3.668,12.4,21,0.0
Potato,9.9,91.7,0.074,45.2,200,148.8
Cucumber,21.9,88.5,0.799,7.0,14,0.0
Bell Pepper,22.9,71.0,1.162,8.9,18,0.0
Grapes,-1.7,95.9,0.018,2.5,45,42.1
Onion,20.9,63.2,0.234,93.1,180,48.0
Orange,28.1,66.9,0.763,8.3,70,0.0
Potato,17.9,90.7,0.191,45.7,200,62.8
Banana,33.5,68.7,2.796,3.8,20,0.0
Tomato,14.3,87.5,0.781,11.7,21,0.0
Onion_Green,28.5,59.0,3.411,11.1,25,0.0
Mango,20.5,77.0,3.991,12.5,21,0.0
Potato,8.7,95.0,0.063,56.9,200,136.4
Apple,9.5,80.5,2.321,135.8,180,0.0
Potato,9.6,96.5,0.013,7.9,200,191.0
Carrot,15.9,84.7,1.22,21.4,30,0.0
Strawberry,4.7,100.0,0.529,1.1,5,2.4
Tomato,32.8,57.6,7.295,19.3,21,0.0
Grapes,1.8,93.9,0.173,12.9,45,28.4
Bell Pepper,10.8,89.4,0.149,3.6,18,13.5
Mango,13.0,92.2,0.758,6.7,21,8.2
Banana,13.5,94.5,2.041,13.9,20,0.0
Banana,32.2,60.8,12.394,17.8,20,0.0
Mango,18.5,95.5,2.532,12.0,21,0.0
Apple,4.7,96.7,0.392,35.5,180,116.6
Onion_Green,6.7,90.1,0.349,12.8,25,0.0
Onion_Green,0.2,92.0,0.314,17.8,25,0.0
Cucumber,13.2,100.0,0.4,9.6,14,0.0
Strawberry,0.6,89.8,1.212,3.9,5,0.0
Onion_Green,9.5,97.6,0.199,4.0,25,12.8
Cucumber,37.0,70.4,0.837,1.7,14,0.0
Onion,19.1,70.8,0.256,103.1,180,35.8
Carrot,8.9,85.4,0.419,20.8,30,0.0
Mango,14.1,98.3,1.161,8.8,21,0.0
Potato,29.4,52.4,1.586,169.8,200,0.0
Cucumber,28.4,66.6,0.771,4.5,14,0.0
Spinach,1.2,96.0,0.016,0.8,12,11.2
Potato,14.9,75.7,0.285,91.9,200,0.0
Broccoli,35.5,66.0,10.66,14.5,18,0.0
Carrot,28.6,70.2,0.51,3.5,30,0.0
Banana,18.3,76.4,2.891,13.7,20,0.0
Banana,14.1,90.9,1.071,8.6,20,0.2
Banana,12.1,96.5,1.161,11.8,20,0.0
Spinach,37.7,84.0,6.835,9.9,12,0.0
Onion_Green,1.8,97.7,0.269,16.3,25,2.4
Broccoli,-1.0,99.1,0.021,1.1,18,16.9
Orange,3.1,88.0,0.026,4.3,70,65.2
Orange,12.9,72.8,0.022,1.2,70,65.7
Strawberry,11.8,86.4,0.16,0.1,5,4.4
Strawberry,0.0,96.9,0.607,2.0,5,1.3
Potato,20.3,78.2,0.286,51.7,200,0.0
Orange,35.6,73.7,3.416,20.1,70,0.0
Mango,32.7,57.9,11.682,12.3,21,0.0
Grapes,-0.4,91.6,0.333,32.9,45,0.0
Mango,36.1,61.1,0.284,0.3,21,15.9
Tomato,15.2,90.1,0.591,7.8,21,7.0
Orange,4.1,78.8,0.412,54.1,70,0.0
Potato,7.2,95.6,0.258,176.6,200,0.0
Cucumber,10.4,91.8,0.152,5.4,14,7.1
Onion,34.4,75.1,1.419,167.0,180,0.0
Strawberry,2.7,96.5,1.578,4.1,5,0.0
Carrot,3.5,95.7,0.27,17.4,30,4.5
Grapes,0.6,91.9,0.102,9.9,45,33.8
Cucumber,9.4,100.0,0.01,0.3,14,13.6
Bell Pepper,13.4,99.1,0.373,7.1,18,4.0
Orange,5.0,87.6,0.521,49.9,70,0.0
Apple,11.2,88.2,1.37,61.6,180,0.0
Broccoli,10.9,75.7,1.008,16.5,18,0.0
Onion,18.1,75.1,0.011,5.3,180,166.2
Cucumber,33.6,51.9,4.438,12.9,14,0.0
Potato,22.2,82.6,0.606,123.7,200,0.0
Mango,13.6,92.0,0.802,4.6,21,11.9
Strawberry,2.2,91.2,0.033,0.1,5,4.9
Spinach,32.6,74.8,4.076,11.2,12,0.0
Apple,15.3,85.8,0.344,13.6,180,104.4
Orange,11.2,76.7,0.646,35.7,70,0.0
Cucumber,12.8,95.1,0.471,10.5,14,0.0
Orange,28.5,69.2,5.31,59.2,70,0.0
Potato,6.0,94.3,0.063,53.1,200,135.2
Carrot,9.1,83.4,0.052,1.9,30,22.9
Mango,12.6,90.9,2.415,19.3,21,0.0
Grapes,0.6,94.1,0.563,40.1,45,0.0
Orange,4.5,87.6,0.18,17.2,70,49.0
Tomato,15.8,88.8,0.154,2.0,21,18.6
Mango,36.5,67.4,15.0,12.1,21,0.0
Bell Pepper,7.7,93.3,0.066,2.4,18,15.2
Bell Pepper,29.7,63.5,2.034,6.0,18,0.0
Orange,4.5,91.8,0.185,22.5,70,39.5
Mango,13.0,87.9,0.399,5.3,21,12.4
Bell Pepper,10.9,95.4,0.759,14.9,18,0.0
Banana,33.8,75.1,6.388,7.1,20,0.0
Onion_Green,7.3,84.3,0.503,14.3,25,0.0
Banana,15.1,91.6,1.845,18.4,20,0.0
Broccoli,-0.9,95.8,0.077,4.0,18,13.5
Spinach,-1.4,93.8,0.034,3.7,12,7.4
Banana,13.8,92.8,2.263,14.8,20,0.0
Onion_Green,13.5,92.4,0.926,14.5,25,0.0
Onion,28.2,65.5,0.607,139.3,180,0.0
Potato,17.2,80.8,0.764,181.1,200,0.0
Orange,28.9,75.0,1.305,18.1,70,0.0
Apple,8.6,86.0,0.887,62.8,180,0.0
Broccoli,9.8,78.4,0.671,12.3,18,0.0
Apple,3.8,92.6,1.156,146.8,180,0.0
Tomato,18.0,89.4,1.597,19.8,21,0.0
Grapes,13.7,77.1,1.628,32.8,45,0.0
Apple,37.8,81.8,15.0,145.7,180,0.0
Grapes,1.6,97.3,0.548,39.1,45,0.0
Grapes,-1.0,92.9,0.232,30.9,45,4.9
Potato,19.5,93.9,0.044,9.8,200,165.9
Banana,29.2,72.8,0.48,1.1,20,10.3
Carrot,9.8,78.3,0.13,4.7,30,5.6
Onion,35.7,54.0,0.91,110.1,180,0.0
Grapes,7.7,86.9,0.913,34.5,45,0.0
Onion,19.2,62.3,0.175,93.3,180,48.8
Cucumber,22.1,80.5,0.882,6.5,14,0.0
Broccoli,32.4,54.5,7.508,12.7,18,0.0
Grapes,-0.9,91.3,0.123,11.2,45,31.9
Banana,32.5,67.7,8.515,10.9,20,0.0
Grapes,29.7,65.3,4.613,19.9,45,0.0
Broccoli,2.0,100.0,0.442,14.3,18,0.0
Onion_Green,1.1,98.6,0.165,12.3,25,9.9
Tomato,32.4,51.4,3.184,7.3,21,0.0
Banana,15.8,93.5,2.987,16.3,20,0.0
Onion_Green,-0.4,100.0,0.018,1.7,25,23.2
Onion,37.8,73.2,2.074,139.7,180,0.0
Onion_Green,1.6,95.2,0.276,15.6,25,2.9
Tomato,17.1,85.3,1.773,19.4,21,0.0
Banana,14.7,99.4,1.199,8.1,20,0.0
Bell Pepper,31.5,65.6,3.161,11.5,18,0.0
Onion,35.6,51.7,1.341,144.3,180,0.0
Onion_Green,5.0,100.0,0.484,16.3,25,0.0
Mango,14.4,95.9,0.072,0.4,21,20.5
Strawberry,-2.0,93.5,1.094,4.7,5,0.0
Tomato,17.5,98.6,1.377,13.5,21,0.0
Spinach,3.0,100.0,0.079,3.6,12,7.7
Spinach,3.7,100.0,0.185,7.1,12,2.0
Banana,15.6,94.2,2.063,12.8,20,0.0
Mango,13.0,100.0,0.1,0.8,21,19.9
Bell Pepper,11.0,94.6,0.151,3.8,18,13.3
Grapes,0.2,93.8,0.222,21.5,45,17.6
Orange,3.1,89.5,0.084,10.5,70,57.4
Onion_Green,15.0,79.2,1.437,20.9,25,0.0
Tomato,17.5,88.3,0.326,3.4,21,16.1
Mango,13.7,84.5,0.275,1.5,21,18.3
Bell Pepper,12.0,91.4,0.126,2.5,18,14.9
Mango,33.4,53.0,4.282,4.8,21,0.0
Banana,14.7,98.7,2.006,12.9,20,0.0
Spinach,3.2,96.7,0.099,5.9,12,4.8
Apple,37.9,55.7,15.0,118.3,180,0.0
Apple,0.5,93.4,0.487,76.7,180,56.6
Grapes,4.5,79.5,0.582,32.6,45,0.0
Carrot,0.8,100.0,0.075,7.8,30,21.2
Grapes,-1.9,100.0,0.279,30.8,45,0.0
Banana,23.1,81.7,0.311,1.0,20,16.3
Cucumber,30.7,78.7,2.903,13.3,14,0.0
Bell Pepper,8.3,100.0,0.425,13.2,18,0.0
Potato,7.7,90.0,0.03,19.1,200,179.1
Carrot,0.1,96.9,0.097,12.0,30,16.4
Mango,21.3,86.7,0.506,1.5,21,16.2
Banana,14.2,90.3,1.48,11.7,20,0.0
Orange,7.0,83.4,0.055,4.8,70,63.9
Grapes,-2.0,95.4,0.142,14.8,45,25.7
Strawberry,9.9,87.2,1.836,2.9,5,0.0
Potato,12.2,100.0,0.11,52.7,200,106.4
Bell Pepper,8.7,95.9,0.361,8.7,18,4.5
Orange,4.0,95.8,0.242,29.0,70,18.6
Apple,11.5,82.0,2.769,122.8,180,0.0
Onion_Green,31.8,56.2,3.048,8.4,25,0.0
Cucumber,10.9,100.0,0.125,3.5,14,9.4
Spinach,2.3,96.6,0.2,10.4,12,0.0
Grapes,32.8,67.0,9.034,24.2,45,0.0
Broccoli,34.2,52.9,2.428,3.8,18,0.0
Cucumber,31.4,83.3,2.052,7.1,14,0.0
Spinach,17.5,80.9,0.296,3.5,12,0.0
Carrot,2.1,97.0,0.245,20.3,30,3.3
Onion_Green,-2.0,96.4,0.225,15.0,25,4.6
Apple,-0.4,94.7,0.748,122.7,180,0.0
Onion_Green,13.3,87.6,0.036,0.7,25,21.4
Orange,6.3,90.9,0.122,14.2,70,52.1
Strawberry,-0.9,91.9,0.166,0.6,5,4.3
Apple,1.1,93.3,0.188,27.4,180,146.2
Tomato,18.4,89.9,1.346,12.5,21,0.0
Potato,32.0,83.2,1.199,77.3,200,0.0
Grapes,3.1,98.3,0.168,9.3,45,29.9
Spinach,30.0,78.2,2.979,9.7,12,0.0
Apple,11.4,84.4,0.827,46.8,180,0.0
Bell Pepper,11.1,92.8,0.344,11.4,18,1.6
Onion_Green,34.7,54.4,12.294,18.2,25,0.0
Cucumber,22.7,80.2,0.272,2.4,14,1.4
Carrot,2.4,100.0,0.213,16.7,30,7.6
Spinach,1.8,99.0,0.108,11.2,12,0.0
Onion,33.2,73.4,1.183,139.4,180,0.0
Mango,24.8,80.6,1.056,2.7,21,5.1
Grapes,37.0,74.4,1.987,4.2,45,0.0
Potato,9.5,93.7,0.042,24.2,200,173.9
Strawberry,2.0,89.5,0.757,2.2,5,0.5
Potato,10.5,92.6,0.359,177.9,200,0.0
Bell Pepper,20.1,89.2,0.663,5.9,18,0.0
Banana,24.8,84.0,2.811,7.7,20,0.0
Tomato,37.1,71.2,4.872,10.6,21,0.0
Carrot,-0.3,95.9,0.124,13.2,30,14.2
Orange,2.1,90.6,0.115,21.9,70,39.9
Tomato,13.8,87.4,0.989,14.6,21,0.0
Onion,28.3,54.1,0.575,96.4,180,0.0
Onion,33.8,66.2,1.06,139.9,180,0.0
Onion_Green,31.2,81.7,1.215,3.1,25,0.0
Tomato,25.1,75.9,0.64,2.6,21,10.4
Broccoli,33.4,59.4,8.222,12.0,18,0.0
Strawberry,6.2,83.2,0.379,0.6,5,3.4
Tomato,33.1,60.5,1.319,3.1,21,0.0
Onion_Green,0.6,100.0,0.092,4.7,25,19.5
Mango,18.5,83.4,4.013,16.0,21,0.0
Broccoli,11.0,85.1,0.113,1.7,18,10.2
Carrot,33.8,68.9,0.384,1.5,30,0.0
Bell Pepper,16.9,85.6,1.112,12.8,18,0.0
Banana,36.9,52.2,10.59,8.6,20,0.0
Carrot,28.6,55.0,0.232,1.6,30,0.0
Broccoli,0.2,98.1,0.15,5.7,18,11.2
Onion_Green,9.1,86.3,0.819,23.0,25,0.0
Onion,21.5,67.7,0.132,45.0,180,126.0
Mango,30.6,61.8,6.252,8.1,21,0.0
Grapes,-1.3,99.9,0.201,22.3,45,8.4
Onion_Green,0.6,96.2,0.264,16.8,25,2.5
Strawberry,-1.2,91.9,0.561,2.4,5,0.8
Onion,33.5,56.1,0.593,64.8,180,0.0
Broccoli,13.0,95.5,0.258,3.8,18,0.2
Banana,26.6,86.5,5.437,11.6,20,0.0
Mango,12.2,95.4,0.732,5.8,21,9.7
